Question ID,Question Text,Answer ID,Answer Text,Is Reference
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb4-l1.qa183,when the multimeter reads a voltage other than 0v.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb5-l1.qa191,the reading on the voltmeter would no longer b3 0.0 volts,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb6-l1.qa184,When the voltage changes from 0 to 1.5,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb7-l1.qa181,When the voltage is greater than 0,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb9-l1.qa197,The meter will show a difference in voltage between the battery terminal and the light bulb terminal.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb10-l1.qa181,when the multimeter jumps from 0 to 1.5 volts,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb11-l1.qa187,When there is a change in voltage meter,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb12-l1.qa187,when the voltage measures 1.5 volts,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb13-l1.qa183,When the voltage changes from 1.5 to 0.0.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb15-l1.qa183,when you find voltage,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb16-l1.qa183,the voltage would vary,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb17-l1.qa185,When you register a voltage,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb18-l1.qa194,idk,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb19-l1.qa186,when you find the terminal that is not connected,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb20-l1.qa194,Where there is a 0.0 voltage.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb21-l1.qa182,the voltage will change,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb22-l1.qa192,it has no voltage,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb24-l1.qa189,when it reads 0,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb25-l1.qa186,You will get a reading of 0.00 voltage.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb26-l1.qa182,When I observe a change in the voltage.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb27-l1.qa181,when the multimeter shows a difference in volts between the two terminals,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb28-l1.qa186,when you have a charge other than 0 V,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb29-l1.qa185,when the voltages changes to zero at a specific terminal,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb30-l1.qa188,"the voltage would change, showing a gap where the burned out bulb is.",False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb32-l1.qa185,When the voltage changes to 0.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb34-l1.qa181,When the voltage jumps from 1.5 to 0.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb35-l1.qa183,When the meter has a voltage reading other than 0.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb36-l1.qa181,depeneding on if you hook the meter to the positive or negative side it would change to either have volts or not where ever the change is shows where the damaged bulb is.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb37-l1.qa181,The meter will read 0 volts,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb38-l1.qa182,Voltage will be indicated on the voltmeter.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb39-l1.qa184,When the voltage changes.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb40-l1.qa182,the burned out light bulb would be when there is a difference inthe electrical states.,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb41-l1.qa184,The voltage would be 0,False
seb2custom:DESCRIBE_GAP_LOCATE_PROCEDURE_Q,"Finally, consider finding a burned out light bulb in a long string of lights. One approach would be to place one lead of the multimeter on a battery terminal and then move the other lead systematically, one light bulb terminal at a time. How would you know when you have found the burned out bulb?",FaultFinding-DESCRIBE_GAP_LOCATE_PROCEDURE_Q.sbjb42-l1.qa184,"when the voltage is greater than zero, or when the electrical state has changed.",False
